UK000070765,20150531,TAVG,72,H,,S,
UK000070765,20150601,TMAX,117,,,E,
UK000070765,20150601,TMIN,33,,,E,
UK000070765,20150601,PRCP,108,,,E,
UK000070765,20150601,TAVG,74,H,,S,
UK000070765,20150602,TMAX,135,,,E,
UK000070765,20150602,TMIN,42,,,E,
UK000070765,20150602,PRCP,4,,,E,
UK000070765,20150602,TAVG,72,H,,S,
UK000070765,20150603,TMAX,120,,,E,
UK000070765,20150603,TMIN,53,,,E,
UK000070765,20150603,PRCP,0,,,E,
UK000070765,20150603,TAVG,88,H,,S,
UK000070765,20150604,TMAX,147,,,E,
UK000070765,20150604,TMIN,41,,,E,
UK000070765,20150604,PRCP,16,,,E,
UK000070765,20150604,TAVG,84,H,,S,
